ID_Produto,Produto,Preco_Unitario,Satisfacao_Media,Material,Data_Fabricacao
P0358,Jaqueta Puffer Marrom 358,249.92,4.8,Poliéster,2021-06-10
P0359,Camisa Linho Preta 359,61.48,4.3,Algodão,2023-04-15
P0360,Blusa Canelada Azul 360,159.97,4.6,Viscose,2023-09-19
P0361,Camiseta Oversized Vermelha 361,261.42,3.1,Algodão,2025-05-19
P0362,Calça Cargo Preta 362,275.47,4.3,Sarja,2025-06-18
P0363,Jaqueta Puffer Amarela 363,54.75,4.4,Poliéster,2025-07-07
P0364,Regata Esportiva Branca 364,275.73,4.0,Algodão,2023-01-12
P0365,Camiseta Polo Cinza 365,353.15,4.3,Algodão,2023-10-15
P0366,Blazer Social Bege 366,325.14,4.5,Poliéster,2021-02-26
P0367,Bermuda Jeans Rosa 367,340.22,4.2,Sarja,2025-08-30
P0368,Blusa Social Verde 368,128.06,5.0,Viscose,2022-09-20
P0369,Jaqueta Bomber Verde 369,348.36,4.7,Poliéster,2023-08-26
P0370,Bermuda Cargo Cinza 370,91.82,4.2,Sarja,2024-11-12
P0371,Vestido Midi Vermelha 371,367.99,4.2,Viscose,2025-05-26
P0372,Moletom Básico Azul 372,383.47,4.8,Algodão/Poliéster,2021-06-27
P0373,Camiseta Slim Verde 373,149.73,3.9,Algodão,2025-05-07
P0374,Blusa Básica Azul 374,175.2,4.9,Viscose,2023-02-17
P0375,Saia Plissada Cinza 375,73.87,4.3,Poliéster,2023-05-15
P0376,Bermuda Esportiva Bege 376,68.31,3.4,Sarja,2021-10-03
P0377,Blazer Casual Preta 377,389.28,4.4,Poliéster,2025-01-23
P0378,Conjunto Moletom Verde 378,381.19,4.4,Algodão/Poliéster,2023-09-12
P0379,Regata Esportiva Branca 379,177.52,3.9,Algodão,2021-08-03
P0380,Bermuda Jeans Branca 380,246.89,5.0,Sarja,2021-10-20
P0381,Regata Canelada Branca 381,101.36,5.0,Algodão,2025-02-01
P0382,Saia Casual Verde 382,303.6,4.6,Poliéster,2021-08-14
P0383,Moletom Estampado Marrom 383,193.97,3.4,Algodão/Poliéster,2023-12-15
P0384,Regata Canelada Bege 384,85.58,2.6,Algodão,2024-12-14
P0385,Camiseta Slim Marrom 385,136.82,4.6,Algodão,2026-03-02
P0386,Blusa Social Preta 386,223.92,4.4,Viscose,2021-11-23
P0387,Regata Básica Amarela 387,79.33,5.0,Algodão,2022-09-05
P0388,Camiseta Oversized Verde 388,263.0,4.1,Algodão,2021-11-17
P0389,Moletom Básico Preta 389,185.22,4.2,Algodão/Poliéster,2025-12-26
P0390,Blazer Casual Marrom 390,375.88,4.4,Poliéster,2024-05-10
P0391,Jaqueta Puffer Amarela 391,386.2,3.2,Poliéster,2026-07-28
P0392,Conjunto Moletom Vermelha 392,322.65,4.6,Algodão/Poliéster,2021-04-01
P0393,Moletom Estampado Verde 393,201.56,4.2,Algodão/Poliéster,2024-12-31
P0394,Camiseta Slim Azul 394,82.12,3.8,Algodão,2021-03-10
P0395,Vestido Longo Bege 395,107.4,4.0,Viscose,2021-08-14
P0396,Blazer Slim Azul 396,63.63,4.6,Poliéster,2023-06-12
P0397,Blusa Canelada Preta 397,169.24,4.9,Viscose,2023-01-29
P0398,Vestido Casual Vermelha 398,313.99,4.3,Viscose,2023-01-26
P0399,Regata Canelada Bege 399,129.42,4.3,Algodão,2021-05-21
P0400,Moletom Estampado Rosa 400,126.04,4.3,Algodão/Poliéster,2024-02-01
P0401,Regata Canelada Amarela 401,316.42,4.3,Algodão,2022-12-06
P0402,Camisa Social Branca 402,130.66,4.2,Algodão,2026-08-18
P0403,Camisa Social Bege 403,244.28,4.3,Algodão,2025-06-22
P0404,Blazer Casual Azul 404,335.24,4.6,Poliéster,2023-06-19
P0405,Blusa Básica Amarela 405,56.0,4.7,Viscose,2025-05-03
P0406,Camiseta Slim Cinza 406,147.97,5.0,Algodão,2024-04-06
P0407,Regata Esportiva Rosa 407,399.89,4.2,Algodão,2023-10-22
P0408,Saia Midi Preta 408,58.14,5.0,Poliéster,2026-03-17
P0409,Camisa Linho Vermelha 409,129.55,3.9,Algodão,2024-04-30
P0410,Calça Jeans Vermelha 410,383.01,4.4,Sarja,2023-09-27
P0411,Calça Jogger Branca 411,278.28,4.4,Sarja,2024-03-18
P0412,Regata Canelada Cinza 412,289.85,4.1,Algodão,2025-06-05
P0413,Camisa Linho Azul 413,390.1,4.5,Algodão,2025-03-15
P0414,Jaqueta Bomber Preta 414,64.53,4.5,Poliéster,2024-02-10
P0415,Moletom Estampado Bege 415,50.69,5.0,Algodão/Poliéster,2022-01-01
P0416,Vestido Floral Amarela 416,258.5,4.2,Viscose,2024-08-11
P0417,Blazer Social Bege 417,195.4,4.8,Poliéster,2023-06-10
P0418,Bermuda Jeans Branca 418,60.98,4.9,Sarja,2026-04-14
P0419,Blazer Slim Azul 419,294.18,5.0,Poliéster,2026-02-23
P0420,Regata Básica Marrom 420,94.69,4.5,Algodão,2021-01-02
P0421,Blusa Social Preta 421,93.65,4.5,Viscose,2026-08-30
P0422,Saia Midi Preta 422,231.02,4.1,Poliéster,2026-02-08
P0423,Moletom Com Capuz Azul 423,208.22,4.2,Algodão/Poliéster,2026-02-20
P0424,Vestido Midi Bege 424,152.07,4.6,Viscose,2023-10-27
P0425,Blusa Manga Longa Preta 425,145.98,4.2,Viscose,2022-07-14
P0426,Bermuda Jeans Marrom 426,382.05,3.9,Sarja,2024-06-09
P0427,Regata Básica Bege 427,377.68,4.1,Algodão,2026-01-02
P0428,Conjunto Moletom Cinza 428,164.44,4.9,Algodão/Poliéster,2023-07-21
P0429,Saia Jeans Preta 429,61.8,4.3,Poliéster,2026-08-01
P0430,Camisa Flanela Vermelha 430,59.84,4.2,Algodão,2022-06-24
P0431,Calça Cargo Marrom 431,127.13,4.3,Sarja,2025-10-31
P0432,Bermuda Esportiva Branca 432,50.56,4.1,Sarja,2021-05-17
P0433,Bermuda Cargo Azul 433,244.31,3.5,Sarja,2025-10-03
P0434,Conjunto Esportivo Branca 434,166.21,4.7,Poliéster,2026-05-10
P0435,Moletom Com Capuz Preta 435,219.09,4.7,Algodão/Poliéster,2024-12-24
P0436,Saia Casual Cinza 436,120.68,4.6,Poliéster,2024-07-14
P0437,Moletom Com Capuz Bege 437,301.05,3.4,Algodão/Poliéster,2023-05-02
P0438,Moletom Canguru Azul 438,392.15,4.0,Algodão/Poliéster,2025-12-13
P0439,Conjunto Esportivo Bege 439,336.98,4.4,Poliéster,2021-09-19
P0440,Camiseta Básica Amarela 440,71.62,4.3,Algodão,2022-08-25
P0441,Blazer Casual Vermelha 441,386.95,4.7,Poliéster,2021-09-29
P0442,Moletom Estampado Azul 442,133.31,3.6,Algodão/Poliéster,2022-07-30
P0443,Calça Social Bege 443,232.41,5.0,Sarja,2023-12-19
P0444,Bermuda Moletom Branca 444,309.7,4.6,Sarja,2022-11-26
P0445,Bermuda Esportiva Rosa 445,395.17,4.6,Sarja,2023-05-21
P0446,Regata Esportiva Bege 446,293.19,3.9,Algodão,2022-04-24
P0447,Blazer Social Azul 447,348.03,4.5,Poliéster,2022-12-31
P0448,Moletom Básico Amarela 448,356.46,4.6,Algodão/Poliéster,2023-10-28
P0449,Regata Esportiva Marrom 449,348.15,3.9,Algodão,2022-03-19
P0450,Moletom Com Capuz Rosa 450,208.05,4.5,Algodão/Poliéster,2026-04-22
P0451,Camiseta Estampada Cinza 451,45.32,4.4,Algodão,2026-01-31
P0452,Saia Jeans Marrom 452,149.09,2.9,Poliéster,2025-12-18
P0453,Bermuda Cargo Vermelha 453,152.65,3.7,Sarja,2021-01-04
P0454,Moletom Canguru Verde 454,59.21,4.1,Algodão/Poliéster,2023-10-22
P0455,Saia Midi Branca 455,94.19,3.3,Poliéster,2025-07-04
P0456,Vestido Floral Verde 456,257.56,4.3,Viscose,2022-12-23
P0457,Moletom Canguru Preta 457,389.06,4.0,Algodão/Poliéster,2022-04-25
P0458,Conjunto Casual Verde 458,328.27,4.1,Algodão,2024-06-19
P0459,Calça Jeans Amarela 459,217.4,4.1,Sarja,2021-01-06
P0460,Jaqueta Jeans Marrom 460,92.73,4.3,Denim,2024-06-20
P0461,Saia Midi Verde 461,121.03,5.0,Poliéster,2023-07-24
P0462,Conjunto Casual Verde 462,220.06,4.8,Algodão,2024-11-15
P0463,Blazer Slim Marrom 463,225.95,3.6,Poliéster,2024-11-13
P0464,Camisa Manga Curta Marrom 464,48.25,4.0,Algodão,2024-01-14
P0465,Camiseta Polo Branca 465,333.86,4.4,Algodão,2024-04-22
P0466,Camiseta Estampada Branca 466,97.86,4.5,Algodão,2021-02-25
P0467,Conjunto Casual Verde 467,69.51,4.0,Algodão,2026-07-24
P0468,Blazer Slim Vermelha 468,350.65,4.6,Poliéster,2021-06-07
P0469,Moletom Estampado Preta 469,336.47,4.6,Algodão/Poliéster,2026-07-14
P0470,Jaqueta Puffer Azul 470,76.07,4.1,Poliéster,2026-07-08
P0471,Saia Jeans Preta 471,112.85,3.3,Poliéster,2025-01-25
P0472,Camiseta Estampada Branca 472,253.98,3.7,Algodão,2025-03-24
P0473,Camisa Social Branca 473,72.11,4.1,Algodão,2021-03-04
P0474,Moletom Básico Preta 474,115.45,4.7,Algodão/Poliéster,2026-05-16
P0475,Calça Cargo Branca 475,309.98,4.0,Sarja,2023-12-30
P0476,Blusa Manga Longa Amarela 476,336.05,4.3,Viscose,2022-12-04
P0477,Camiseta Básica Bege 477,358.18,3.7,Algodão,2024-10-17
P0478,Bermuda Moletom Amarela 478,391.9,5.0,Sarja,2024-01-12
P0479,Moletom Básico Amarela 479,273.19,4.2,Algodão/Poliéster,2023-01-19
P0480,Conjunto Esportivo Marrom 480,158.22,4.2,Poliéster,2022-10-29
P0481,Calça Jeans Vermelha 481,384.85,4.3,Sarja,2021-09-02
P0482,Vestido Midi Cinza 482,230.74,4.2,Viscose,2026-02-24
P0483,Bermuda Esportiva Marrom 483,307.98,4.2,Sarja,2024-10-09
P0484,Blusa Canelada Rosa 484,255.45,4.6,Viscose,2022-08-19
P0485,Calça Social Branca 485,193.53,4.4,Sarja,2025-02-05
P0486,Regata Canelada Marrom 486,79.88,3.3,Algodão,2024-12-06
P0487,Bermuda Cargo Vermelha 487,283.56,3.4,Sarja,2021-10-17
P0488,Camisa Manga Curta Verde 488,213.1,4.3,Algodão,2021-12-29
P0489,Blusa Social Vermelha 489,54.41,3.7,Viscose,2022-04-23
P0490,Saia Jeans Preta 490,105.44,4.2,Poliéster,2021-08-06
P0491,Blazer Casual Marrom 491,171.78,4.3,Poliéster,2025-08-30
P0492,Vestido Floral Marrom 492,51.23,4.4,Viscose,2021-11-19
P0493,Moletom Canguru Azul 493,116.68,4.6,Algodão/Poliéster,2025-08-06
P0494,Saia Midi Azul 494,389.2,4.7,Poliéster,2024-01-01
P0495,Saia Casual Marrom 495,166.77,4.7,Poliéster,2021-08-30
P0496,Blusa Social Bege 496,279.8,5.0,Viscose,2025-10-14
P0497,Conjunto Casual Cinza 497,63.77,4.4,Algodão,2021-12-25
P0498,Camisa Social Vermelha 498,248.0,5.0,Algodão,2026-08-30
P0499,Blazer Casual Azul 499,72.1,4.1,Poliéster,2021-01-30
P0500,Camiseta Básica Bege 500,361.97,4.4,Algodão,2024-07-12
P0501,Camiseta Oversized Preta 501,118.23,3.9,Algodão,2022-10-11
P0502,Vestido Casual Marrom 502,315.96,4.5,Viscose,2024-01-10
P0503,Jaqueta Jeans Amarela 503,233.65,4.1,Denim,2025-10-04
P0504,Jaqueta Corta-Vento Verde 504,234.96,4.2,Nylon,2025-06-17
P0505,Camiseta Básica Verde 505,368.53,4.4,Algodão,2022-08-06
P0506,Blazer Social Amarela 506,331.27,4.3,Poliéster,2021-05-12
P0507,Jaqueta Jeans Azul 507,76.24,4.3,Denim,2022-08-10
P0508,Calça Social Rosa 508,298.99,4.3,Sarja,2025-08-02
P0509,Saia Plissada Bege 509,296.55,3.5,Poliéster,2023-12-03
P0510,Jaqueta Corta-Vento Amarela 510,350.4,4.3,Nylon,2025-04-19
P0511,Calça Jeans Cinza 511,46.05,4.8,Sarja,2023-10-21
P0512,Calça Jogger Rosa 512,191.32,4.3,Sarja,2024-01-01
P0513,Regata Canelada Bege 513,347.89,4.0,Algodão,2021-05-14
P0514,Calça Jogger Rosa 514,128.74,3.9,Sarja,2021-02-17
P0515,Calça Cargo Marrom 515,317.25,4.9,Sarja,2024-12-26
P0516,Blusa Básica Cinza 516,330.48,4.7,Viscose,2022-02-23
P0517,Camisa Manga Curta Marrom 517,75.35,4.7,Algodão,2023-01-17
P0518,Vestido Longo Azul 518,175.4,4.4,Viscose,2023-02-04
P0519,Conjunto Casual Rosa 519,97.78,4.2,Algodão,2024-08-02
P0520,Blazer Social Preta 520,95.16,4.4,Poliéster,2026-05-02
P0521,Blazer Social Verde 521,192.13,3.8,Poliéster,2025-04-17
P0522,Blusa Básica Azul 522,53.1,4.4,Viscose,2024-08-14
P0523,Blusa Canelada Preta 523,337.59,4.3,Viscose,2025-09-24
P0524,Blusa Manga Longa Cinza 524,178.24,4.2,Viscose,2023-11-22
P0525,Regata Canelada Vermelha 525,213.12,4.9,Algodão,2021-10-28
P0526,Blazer Slim Vermelha 526,75.07,3.7,Poliéster,2023-10-08
P0527,Regata Básica Azul 527,359.82,5.0,Algodão,2026-07-17
P0528,Moletom Básico Verde 528,221.07,4.0,Algodão/Poliéster,2025-06-02
P0529,Bermuda Esportiva Preta 529,98.22,4.7,Sarja,2022-12-25
P0530,Bermuda Moletom Verde 530,317.31,3.8,Sarja,2022-11-01
P0531,Bermuda Esportiva Azul 531,239.7,4.6,Sarja,2026-03-15
P0532,Moletom Básico Rosa 532,189.88,4.2,Algodão/Poliéster,2021-07-15
P0533,Conjunto Esportivo Vermelha 533,91.67,4.3,Poliéster,2026-04-14
P0534,Calça Cargo Cinza 534,114.87,3.3,Sarja,2024-11-01
P0535,Blusa Básica Azul 535,168.83,3.9,Viscose,2025-07-30
P0536,Bermuda Cargo Marrom 536,195.15,3.7,Sarja,2022-11-12
P0537,Camiseta Oversized Preta 537,326.94,4.2,Algodão,2024-09-03
P0538,Regata Canelada Bege 538,252.78,4.3,Algodão,2022-11-05
P0539,Vestido Longo Vermelha 539,133.39,4.4,Viscose,2021-02-05
P0540,Vestido Casual Marrom 540,379.59,4.1,Viscose,2023-07-30
P0541,Jaqueta Puffer Branca 541,384.42,4.1,Poliéster,2026-07-21
P0542,Vestido Floral Bege 542,382.46,4.3,Viscose,2022-05-18
P0543,Conjunto Casual Cinza 543,188.04,3.9,Algodão,2021-12-02
P0544,Camiseta Oversized Marrom 544,254.24,3.6,Algodão,2026-03-23
P0545,Vestido Longo Azul 545,196.98,4.4,Viscose,2026-02-27
P0546,Calça Sarja Preta 546,126.75,4.3,Sarja,2025-10-19
P0547,Bermuda Esportiva Vermelha 547,349.61,3.9,Sarja,2026-07-14
P0548,Blazer Slim Rosa 548,302.21,4.5,Poliéster,2026-08-13
P0549,Bermuda Cargo Rosa 549,77.08,4.9,Sarja,2026-03-16
P0550,Calça Social Cinza 550,274.35,3.6,Sarja,2026-06-19
P0551,Blusa Manga Longa Bege 551,99.08,4.3,Viscose,2025-03-21
P0552,Moletom Canguru Amarela 552,357.79,4.0,Algodão/Poliéster,2022-10-13
P0553,Regata Esportiva Amarela 553,239.15,4.5,Algodão,2023-08-07
P0554,Camiseta Polo Azul 554,378.3,4.8,Algodão,2023-02-27
P0555,Camiseta Estampada Amarela 555,348.23,3.3,Algodão,2023-11-21
P0556,Bermuda Cargo Preta 556,363.36,4.2,Sarja,2024-12-15
P0557,Camisa Social Branca 557,398.78,2.8,Algodão,2022-05-16
P0558,Moletom Canguru Bege 558,136.61,4.3,Algodão/Poliéster,2021-02-02
P0559,Regata Básica Branca 559,202.11,4.1,Algodão,2024-06-01
P0560,Camiseta Estampada Branca 560,183.92,4.6,Algodão,2026-08-19
P0561,Camiseta Polo Preta 561,378.79,5.0,Algodão,2025-11-19
P0562,Moletom Canguru Vermelha 562,106.41,4.4,Algodão/Poliéster,2021-01-23
P0563,Moletom Estampado Amarela 563,120.5,4.0,Algodão/Poliéster,2024-05-23
P0564,Calça Social Azul 564,242.65,4.3,Sarja,2024-01-05
P0565,Jaqueta Jeans Marrom 565,119.93,3.8,Denim,2023-05-30
P0566,Camisa Social Bege 566,312.14,4.2,Algodão,2024-10-15
P0567,Vestido Longo Branca 567,291.5,4.4,Viscose,2023-06-02
P0568,Jaqueta Corta-Vento Azul 568,206.23,4.7,Nylon,2026-03-07
P0569,Bermuda Jeans Azul 569,362.03,4.9,Sarja,2026-02-22
P0570,Calça Social Vermelha 570,165.2,5.0,Sarja,2024-08-25
P0571,Camisa Manga Curta Preta 571,85.06,4.6,Algodão,2023-08-07
P0572,Saia Casual Rosa 572,182.15,4.1,Poliéster,2024-05-20
P0573,Bermuda Moletom Cinza 573,391.7,4.5,Sarja,2026-02-06
P0574,Camisa Manga Curta Verde 574,264.33,3.9,Algodão,2022-09-14
P0575,Blusa Manga Longa Marrom 575,349.2,3.9,Viscose,2025-12-03
P0576,Saia Plissada Preta 576,190.63,3.8,Poliéster,2024-05-07
P0577,Saia Jeans Azul 577,55.95,4.3,Poliéster,2021-05-12
P0578,Camiseta Básica Amarela 578,385.44,4.6,Algodão,2025-04-01
P0579,Bermuda Cargo Branca 579,365.38,3.7,Sarja,2022-02-23
P0580,Moletom Canguru Amarela 580,51.63,4.2,Algodão/Poliéster,2023-12-03
P0581,Camiseta Slim Vermelha 581,102.31,4.8,Algodão,2026-05-21
P0582,Bermuda Moletom Vermelha 582,128.92,4.8,Sarja,2025-06-02
P0583,Jaqueta Bomber Branca 583,54.57,5.0,Poliéster,2024-12-18
P0584,Vestido Longo Cinza 584,347.16,4.8,Viscose,2021-05-25
P0585,Blazer Slim Cinza 585,142.02,4.5,Poliéster,2025-11-13
P0586,Blazer Casual Preta 586,121.27,3.8,Poliéster,2022-11-25
P0587,Regata Canelada Verde 587,290.15,4.6,Algodão,2021-04-14
P0588,Jaqueta Corta-Vento Vermelha 588,109.29,4.7,Nylon,2026-06-09
P0589,Saia Midi Amarela 589,193.53,5.0,Poliéster,2022-01-30
P0590,Camiseta Slim Preta 590,164.76,4.2,Algodão,2022-11-01
P0591,Conjunto Moletom Branca 591,85.38,3.7,Algodão/Poliéster,2021-10-22
P0592,Moletom Com Capuz Branca 592,98.11,3.8,Algodão/Poliéster,2024-07-10
P0593,Vestido Floral Cinza 593,366.66,4.0,Viscose,2025-12-01
P0594,Camisa Flanela Preta 594,82.35,4.3,Algodão,2023-12-12
P0595,Jaqueta Jeans Rosa 595,205.42,4.8,Denim,2025-12-04
P0596,Camisa Linho Verde 596,97.52,4.6,Algodão,2026-04-22
P0597,Camisa Linho Branca 597,243.79,4.0,Algodão,2025-12-11
P0598,Blusa Social Amarela 598,394.85,4.4,Viscose,2021-12-03
P0599,Saia Casual Branca 599,292.98,4.4,Poliéster,2022-03-03
P0600,Calça Social Cinza 600,123.46,3.4,Sarja,2022-09-12
P0601,Moletom Estampado Cinza 601,94.31,4.9,Algodão/Poliéster,2024-08-13
P0602,Regata Canelada Bege 602,130.57,5.0,Algodão,2025-11-20
P0603,Blazer Slim Amarela 603,193.16,4.8,Poliéster,2022-10-10
P0604,Blusa Canelada Preta 604,41.52,3.7,Viscose,2024-10-10
P0605,Regata Esportiva Cinza 605,354.74,3.9,Algodão,2022-01-23
P0606,Moletom Básico Vermelha 606,99.74,4.6,Algodão/Poliéster,2024-01-29
P0607,Jaqueta Bomber Cinza 607,43.48,4.5,Poliéster,2025-06-02
P0608,Calça Jogger Vermelha 608,299.03,4.6,Sarja,2023-03-29
P0609,Calça Jogger Vermelha 609,279.73,4.7,Sarja,2021-12-04
P0610,Camiseta Slim Rosa 610,214.54,3.7,Algodão,2023-05-02
P0611,Moletom Estampado Amarela 611,390.48,3.9,Algodão/Poliéster,2025-04-26
P0612,Vestido Longo Azul 612,95.1,4.7,Viscose,2026-04-19
P0613,Blazer Social Cinza 613,292.05,4.6,Poliéster,2024-06-28
P0614,Regata Básica Amarela 614,104.82,4.3,Algodão,2024-10-20
P0615,Regata Esportiva Rosa 615,54.82,4.2,Algodão,2023-05-18
P0616,Blusa Básica Amarela 616,111.28,4.3,Viscose,2026-04-07
P0617,Bermuda Esportiva Cinza 617,74.2,4.6,Sarja,2025-12-05
P0618,Camisa Social Azul 618,162.41,4.1,Algodão,2026-07-05
P0619,Saia Plissada Preta 619,357.93,3.6,Poliéster,2025-11-22
P0620,Vestido Longo Marrom 620,230.85,4.5,Viscose,2024-02-06
P0621,Vestido Floral Rosa 621,88.49,3.8,Viscose,2026-06-11
P0622,Bermuda Jeans Marrom 622,135.71,3.6,Sarja,2024-06-15
P0623,Bermuda Moletom Verde 623,372.53,4.3,Sarja,2024-05-29
P0624,Conjunto Esportivo Cinza 624,68.76,4.0,Poliéster,2024-09-20
P0625,Bermuda Cargo Azul 625,352.95,4.1,Sarja,2022-01-20
P0626,Camiseta Básica Marrom 626,105.91,4.2,Algodão,2025-10-03
P0627,Conjunto Esportivo Azul 627,312.4,3.6,Poliéster,2023-01-21
P0628,Moletom Estampado Azul 628,238.79,4.5,Algodão/Poliéster,2024-09-25
P0629,Bermuda Jeans Branca 629,346.29,5.0,Sarja,2025-10-13
P0630,Bermuda Cargo Vermelha 630,371.84,4.7,Sarja,2021-08-26
P0631,Bermuda Jeans Preta 631,257.87,4.6,Sarja,2022-09-15
P0632,Conjunto Esportivo Bege 632,101.19,4.2,Poliéster,2026-05-04
P0633,Saia Casual Preta 633,134.32,4.1,Poliéster,2023-01-18
P0634,Vestido Casual Amarela 634,169.97,4.3,Viscose,2024-09-29
P0635,Moletom Básico Preta 635,298.08,4.4,Algodão/Poliéster,2024-03-08
P0636,Camisa Social Preta 636,305.34,4.5,Algodão,2025-12-05
P0637,Vestido Midi Marrom 637,262.81,4.4,Viscose,2023-11-22
P0638,Bermuda Cargo Verde 638,340.99,5.0,Sarja,2023-05-29
P0639,Jaqueta Puffer Preta 639,290.04,4.9,Poliéster,2021-02-04
P0640,Saia Jeans Marrom 640,91.58,4.1,Poliéster,2023-09-10
P0641,Saia Plissada Bege 641,79.82,4.3,Poliéster,2024-04-25
P0642,Conjunto Casual Bege 642,339.04,5.0,Algodão,2024-11-26
P0643,Bermuda Esportiva Verde 643,118.52,4.7,Sarja,2025-06-03
P0644,Regata Canelada Cinza 644,43.62,4.0,Algodão,2025-05-26
P0645,Bermuda Cargo Verde 645,192.42,4.1,Sarja,2023-08-09
P0646,Blusa Básica Azul 646,348.56,4.1,Viscose,2021-06-12
P0647,Jaqueta Puffer Branca 647,44.38,4.0,Poliéster,2022-06-11
P0648,Camisa Linho Verde 648,296.42,4.6,Algodão,2023-04-23
P0649,Jaqueta Jeans Bege 649,165.53,4.2,Denim,2026-07-19
P0650,Moletom Básico Vermelha 650,205.42,3.6,Algodão/Poliéster,2025-05-12
P0651,Saia Plissada Rosa 651,382.27,4.4,Poliéster,2026-01-25
P0652,Camiseta Oversized Vermelha 652,324.31,4.0,Algodão,2026-08-15
P0653,Camiseta Polo Bege 653,331.09,4.1,Algodão,2021-10-03
P0654,Blusa Social Cinza 654,75.93,4.2,Viscose,2021-01-25
P0655,Calça Social Amarela 655,261.48,4.2,Sarja,2024-04-02
P0656,Jaqueta Corta-Vento Verde 656,290.94,4.5,Nylon,2022-07-02
P0657,Regata Básica Rosa 657,150.65,4.3,Algodão,2025-12-03
P0658,Moletom Básico Rosa 658,100.46,4.2,Algodão/Poliéster,2023-08-20
P0659,Vestido Midi Marrom 659,336.51,4.7,Viscose,2021-01-20
P0660,Camisa Linho Rosa 660,245.2,4.5,Algodão,2022-04-07
P0661,Moletom Com Capuz Vermelha 661,176.16,4.2,Algodão/Poliéster,2022-12-08
P0662,Bermuda Esportiva Marrom 662,244.32,4.2,Sarja,2021-02-25
P0663,Jaqueta Puffer Verde 663,62.66,4.7,Poliéster,2022-10-19
P0664,Camiseta Básica Amarela 664,161.91,3.8,Algodão,2024-01-22
P0665,Vestido Floral Verde 665,102.68,4.2,Viscose,2026-01-23
P0666,Saia Plissada Vermelha 666,155.56,4.2,Poliéster,2024-09-05
P0667,Camiseta Slim Vermelha 667,211.6,4.2,Algodão,2021-07-12
P0668,Calça Jogger Bege 668,57.87,3.6,Sarja,2023-05-11
P0669,Saia Jeans Verde 669,119.87,4.3,Poliéster,2025-05-10
P0670,Regata Canelada Verde 670,139.19,3.8,Algodão,2023-02-05
P0671,Saia Jeans Marrom 671,310.78,4.4,Poliéster,2024-03-11
P0672,Conjunto Esportivo Bege 672,132.21,3.8,Poliéster,2026-08-02
P0673,Conjunto Esportivo Vermelha 673,185.39,4.5,Poliéster,2021-10-13
P0674,Calça Jogger Verde 674,357.52,4.6,Sarja,2023-09-16
P0675,Regata Canelada Amarela 675,245.55,4.5,Algodão,2024-06-15
P0676,Camiseta Estampada Rosa 676,211.04,4.1,Algodão,2025-07-10
P0677,Calça Jeans Marrom 677,150.8,3.7,Sarja,2025-09-28
P0678,Camiseta Oversized Marrom 678,178.52,4.2,Algodão,2022-08-18
P0679,Saia Casual Preta 679,161.39,4.6,Poliéster,2023-08-24
P0680,Camiseta Estampada Vermelha 680,199.81,4.8,Algodão,2025-09-14
P0681,Jaqueta Corta-Vento Preta 681,182.59,3.9,Nylon,2025-10-02
P0682,Conjunto Esportivo Vermelha 682,47.91,3.7,Poliéster,2025-09-01
P0683,Calça Sarja Azul 683,105.79,4.6,Sarja,2024-10-13
P0684,Bermuda Esportiva Bege 684,359.53,3.7,Sarja,2022-07-08
P0685,Moletom Básico Amarela 685,45.71,4.3,Algodão/Poliéster,2023-02-01
P0686,Regata Esportiva Marrom 686,272.84,4.0,Algodão,2024-09-18
P0687,Vestido Casual Bege 687,209.36,4.4,Viscose,2022-06-11
P0688,Jaqueta Puffer Vermelha 688,149.58,4.5,Poliéster,2024-11-12
P0689,Blazer Casual Marrom 689,312.04,3.6,Poliéster,2023-12-02
P0690,Saia Jeans Cinza 690,327.48,3.7,Poliéster,2023-07-05
P0691,Conjunto Casual Verde 691,245.46,3.6,Algodão,2023-01-06
P0692,Bermuda Jeans Rosa 692,61.03,3.9,Sarja,2025-05-20
P0693,Blazer Slim Marrom 693,351.05,3.8,Poliéster,2023-08-22
P0694,Conjunto Casual Rosa 694,50.61,4.0,Algodão,2022-09-27
P0695,Camiseta Básica Bege 695,314.58,4.4,Algodão,2023-03-06
P0696,Camisa Social Rosa 696,108.9,4.5,Algodão,2023-09-29
P0697,Regata Canelada Branca 697,282.15,3.7,Algodão,2024-07-01
P0698,Camisa Flanela Rosa 698,83.1,4.6,Algodão,2026-08-11
P0699,Jaqueta Corta-Vento Rosa 699,72.46,4.8,Nylon,2022-12-06
P0700,Blazer Slim Marrom 700,192.14,4.5,Poliéster,2022-01-05
P0701,Bermuda Esportiva Amarela 701,145.0,3.7,Sarja,2026-07-17
P0702,Camiseta Estampada Amarela 702,232.7,4.6,Algodão,2021-11-02
P0703,Calça Cargo Cinza 703,148.8,4.2,Sarja,2026-02-13
P0704,Conjunto Casual Preta 704,80.56,3.9,Algodão,2021-10-22
P0705,Saia Casual Preta 705,397.7,4.7,Poliéster,2023-01-23
P0706,Camisa Flanela Branca 706,261.99,4.5,Algodão,2026-08-28
P0707,Camiseta Polo Verde 707,398.54,3.8,Algodão,2021-12-09
P0708,Regata Básica Verde 708,123.42,4.9,Algodão,2021-11-27
P0709,Moletom Canguru Preta 709,290.95,3.9,Algodão/Poliéster,2024-06-14
P0710,Blazer Casual Branca 710,207.63,3.8,Poliéster,2022-01-29
P0711,Regata Básica Bege 711,268.15,4.1,Algodão,2021-02-20
